Žaidėjas,Data,Laikas,Lygis,Turnyras,Rezultatas,Oponentas
Bae: Matches,2022-02-19,12:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League Spring 2022 - League Stage,1 : 2,LinhGatsu
Bae: Matches,2022-02-18,13:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League Spring 2022 - League Stage,2 : 1,Sniper
Bae: Matches,2022-02-13,09:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League Spring 2022 - League Stage,2 : 1,Captan HieuF4
Bae: Matches,2022-02-12,10:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League Spring 2022 - League Stage,0 : 3,Vermisse
Bae: Matches,2022-02-11,11:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League Spring 2022 - League Stage,2 : 1,TapTap
Bae: Matches,2021-12-05,11:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League 2021 - League Stage,1 : 2,Lewy09
Bae: Matches,2021-11-28,10:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League 2021 - League Stage,2 : 1,BaBaVoss
Bae: Matches,2021-11-27,10:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League 2021 - League Stage,1 : 2,Helix
Bae: Matches,2021-11-21,13:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League 2021 - League Stage,2 : 1,ThànhHòa
Bae: Matches,2021-11-20,13:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League 2021 - League Stage,1 : 2,LeeHariii
Bae: Matches,2021-11-14,10:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League 2021 - League Stage,1 : 2,Gogigogi
Bae: Matches,2021-11-13,12:00 UTC,A2A-Tier,FIFA Online 4 Vietnam Pro League 2021 - League Stage,0 : 3,Hieu99
Antonini_Gabriel : Matches,2024-10-13,14:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU East,6 : 8,NEissaT14
Antonini_Gabriel : Matches,2024-10-13,13:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU East,8 : 6,Namaner
Antonini_Gabriel : Matches,2024-10-13,12:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU East,6 : 8,TimoX
Antonini_Gabriel : Matches,2024-10-13,11:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU East,8 : 7,LucaFIFA72
Antonini_Gabriel : Matches,2024-06-16,09:15 UTC,A2A-Tier,DreamHack Summer 2024 - Q4,3 : 4,Yago
Antonini_Gabriel : Matches,2024-06-16,08:30 UTC,A2A-Tier,DreamHack Summer 2024 - Q4,5 : 2,Paulo Neto
Antonini_Gabriel : Matches,2024-06-16,07:45 UTC,A2A-Tier,DreamHack Summer 2024 - Q4,9 : 3,iMertAL
Antonini_Gabriel : Matches,2024-06-16,07:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q4,2 : 1,iFelix23
Antonini_Gabriel : Matches,2024-06-15,17:15 UTC,A2A-Tier,DreamHack Summer 2024 - Q4,7 : 3,EXC_Luuk
Antonini_Gabriel : Matches,2024-06-15,16:30 UTC,A2A-Tier,DreamHack Summer 2024 - Q4,7 : 4,Fjh
Antonini_Gabriel : Matches,2024-06-15,15:45 UTC,A2A-Tier,DreamHack Summer 2024 - Q4,5 : 6,Oliboli
Antonini_Gabriel : Matches,2024-06-15,15:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q4,9 : 4,Kams
Antonini_Gabriel : Matches,2024-04-19,13:00 UTC,A2A-Tier,eSerie A 2024 - Final Eight,3 : 6,Virgil
Antonini_Gabriel : Matches,2024-04-18,13:00 UTC,A2A-Tier,eSerie A 2024 -Playoffs,2 : 3,HHezerS
Antonini_Gabriel : Matches,2024-03-20,15:20 UTC,A2A-Tier,eSerie A 2024 - Group Stage,9 : 4,Storari30
Antonini_Gabriel : Matches,2024-03-19,16:40 UTC,A2A-Tier,eSerie A 2024 - Group Stage,6 : 2,OliBoli7
Antonini_Gabriel : Matches,2024-03-19,14:00 UTC,A2A-Tier,eSerie A 2024 - Group Stage,2 : 4,Danipitbull
Antonini_Gabriel : Matches,2024-02-21,16:40 UTC,A2A-Tier,eSerie A 2024 - Group Stage,6 : 3,Darkley11
Antonini_Gabriel : Matches,2024-02-21,15:20 UTC,A2A-Tier,eSerie A 2024 - Group Stage,5 : 3,Obrun2002
Antonini_Gabriel : Matches,2024-02-20,14:40 UTC,A2A-Tier,eSerie A 2024 - Group Stage,4 : 2,Guarnieri
Antonini_Gabriel : Matches,2024-01-22,20:10 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,5 : 7,AbuMakkah
Antonini_Gabriel : Matches,2024-01-22,19:30 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,2 : 4,Vejrgang
Antonini_Gabriel : Matches,2024-01-22,18:50 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,3 : 4,seanldw
Antonini_Gabriel : Matches,2024-01-22,18:10 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,3 : 8,Manuel
Antonini_Gabriel : Matches,2023-12-11,20:50 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,3 : 9,Vejrgang
Antonini_Gabriel : Matches,2023-12-11,20:10 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,2 : 5,AbuMakkah
Antonini_Gabriel : Matches,2023-12-11,18:50 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,4 : 3,Manuel
Antonini_Gabriel : Matches,2023-12-11,18:10 UTC,A1S-Tier,FC Pro 24 Open - Group Stage,3 : 6,seanldw
Antonini_Gabriel : Matches,2023-11-11,19:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Playoffs,4 : 3,LevideWeerd
Antonini_Gabriel : Matches,2023-11-11,18:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Playoffs,6 : 5,Young
Antonini_Gabriel : Matches,2023-11-10,21:45 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,5 : 3,Happy
Antonini_Gabriel : Matches,2023-11-10,20:30 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,4 : 3,seanldw
Antonini_Gabriel : Matches,2023-11-10,19:30 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,4 : 2,Ebipool
Antonini_Gabriel : Matches,2023-11-10,18:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,3 : 4,Ollelito
Antonini_Gabriel : Matches,2023-11-10,17:00 UTC,A1S-Tier,FC Pro 24 Open - Global Qualifier: Swiss Stage,5 : 4,Kiketo
Antonini_Gabriel : Matches,2023-10-22,15:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe East,12 : 7,Chaser
Antonini_Gabriel : Matches,2023-10-22,14:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe East,8 : 7,samugamer_07
Antonini_Gabriel : Matches,2023-10-22,12:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe East,1 : 10,JistenNSQ
Antonini_Gabriel : Matches,2023-10-22,11:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe East,9 : 7,NRaseck
Antonini_Gabriel : Matches,2023-10-22,10:00 UTC,A1S-Tier,FC Pro 24 Open - Regional Qualifiers: Europe East,13 : 11,Musti
Antonini_Gabriel : Matches,2023-10-19,21:30 UTC,A5D-Tier,Blacki Cup #5,4 : 7,Aledegi
Antonini_Gabriel : Matches,2023-05-28,14:15 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,4 : 5,Zezinho
Antonini_Gabriel : Matches,2023-05-28,13:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,7 : 4,Virgil
Antonini_Gabriel : Matches,2023-05-27,16:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,10 : 5,SYHD3
Antonini_Gabriel : Matches,2023-05-27,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #5,3 : 4,JH7
Antonini_Gabriel : Matches,2023-03-18,11:30 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,5 : 9,MoAuba
Antonini_Gabriel : Matches,2023-03-18,10:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #3,5 : 2,Colston
Antonini_Gabriel : Matches,2023-03-02,21:30 UTC,A5D-Tier,SAF Community Pro Cup #10,1 : 6,Talha
Antonini_Gabriel : Matches,2023-02-12,11:00 UTC,A1S-Tier,FIFA 23 Global Series - Europe Qualifier #2,7 : 8,Deshe
Antonini_Gabriel : Matches,2022-11-02,21:00 UTC,A5D-Tier,SAF Community Pro Cup #3,2 : 5,Zynia
Antonini_Gabriel : Matches,2022-10-28,21:30 UTC,A5D-Tier,Eligella Community Pro Cup #14,0 : 4,Guarnieri
Danieljho32 : Matches,2024-06-01,14:30 UTC,A2A-Tier,DH Dallas - Group Stage,3 : 4,LukeDowning
Danieljho32 : Matches,2024-06-01,14:00 UTC,A2A-Tier,DH Dallas - Group Stage,3 : 6,ChrisdeBoer
Danieljho32 : Matches,2024-02-11,16:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,6 : 13,Dorta
Danieljho32 : Matches,2024-02-11,15:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,3 : 9,DGZ
Danieljho32 : Matches,2024-02-11,14:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier,9 : 8,Ezeotto
Danieljho32 : Matches,2024-02-10,17:00 UTC,A1S-Tier,eLibertadores 2024 - Qualifier : Swiss Stage,3 : 2,Sverje10
Danieljho32 : Matches,2023-12-17,19:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: LatAm North,8 : 12,Gercrack30
Danieljho32 : Matches,2023-11-26,19:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: LatAm North,5 : 8,Henry
Danieljho32 : Matches,2023-11-26,18:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups November: LatAm North,11 : 6,Muzy
Danieljho32 : Matches,2023-04-30,17:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,4 : 5,Ospina16
Danieljho32 : Matches,2023-04-29,23:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,3 : 4,LuisRayado98
Danieljho32 : Matches,2023-04-29,22:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,1 : 6,HappYMeaL664
Danieljho32 : Matches,2023-04-29,21:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,4 : 3,Stargus
Danieljho32 : Matches,2023-04-29,20:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,5 : 3,ProdigiousLeol8l
Danieljho32 : Matches,2023-04-29,19:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,5 : 4,Albertss
Danieljho32 : Matches,2023-04-29,18:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #4,6 : 5,CamiloR9
Danieljho32 : Matches,2023-03-18,23:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #3,2 : 4,CRACKHEBER
Danieljho32 : Matches,2023-02-18,23:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #2,2 : 5,LuisRayado98
Danieljho32 : Matches,2023-02-18,21:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #2,4 : 8,KeysarMG
Danieljho32 : Matches,2023-02-18,19:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #2,6 : 3,DmMolina1998
Danieljho32 : Matches,2023-02-18,18:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #2,5 : 6,JGKazanji
Danieljho32 : Matches,2023-02-18,17:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #2,6 : 5,Ivanjmf17
Danieljho32 : Matches,2023-01-08,17:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #1,2 : 3,Memoriezs
Danieljho32 : Matches,2023-01-07,23:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #1,6 : 4,Chevisan
Danieljho32 : Matches,2023-01-07,21:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #1,4 : 2,CAlvarado
Danieljho32 : Matches,2023-01-07,18:00 UTC,A1S-Tier,FIFA 23 Global Series - LatAm North Qualifier #1,3 : 5,SebasGarcia
Danieljho32 : Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - LatAm North Qualifier #2,7 : 1,Mirreysito
Danieljho32 : Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - LatAm North Qualifier #2,6 : 5,arielmc92
Danieljho32 : Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - LatAm North Qualifier #2,4 : 3,HaroldChampion
Danieljho32 : Matches,2022-02-13,,A1S-Tier,FIFA 22 Global Series - LatAm North Qualifier #2,3 : 4,CRACKHEBER
Danieljho32 : Matches,2021-02-03,16:00 UTC,A2A-Tier,eLibertadores 2021 - PS4 Qualifier,3 : 4,Crepaldi
Danieljho32 : Matches,2021-02-03,15:00 UTC,A2A-Tier,eLibertadores 2021 - PS4 Qualifier,6 : 7,Nathansr22
CptBruno : Matches,2023-04-29,19:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #4,4 : 7,E-Ramirex-03
CptBruno : Matches,2023-04-29,16:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #4,3 : 6,Lamps
CptBruno : Matches,2023-03-18,21:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #3,5 : 6,solvent-mire
CptBruno : Matches,2023-02-18,19:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #2,3 : 4,Alekzandur
CptBruno : Matches,2023-02-18,16:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #2,2 : 6,Beuses_xB
CptBruno : Matches,2023-01-29,21:00 UTC,A2A-Tier,eMLS League 2023 - Series One,6 : 8,AlanAvi
CptBruno : Matches,2023-01-07,17:30 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,0 : 11,SaintMuma
CptBruno : Matches,2023-01-07,16:00 UTC,A1S-Tier,FIFA 23 Global Series - North America Qualifier #1,4 : 5,America845
CptBruno : Matches,2022-04-17,,A1S-Tier,FIFA 22 Global Series - North America Qualifier #3,7 : 8,GoalMachine
CptBruno : Matches,2021-02-03,18:00 UTC,A2A-Tier,eLibertadores 2021 - PS4 Qualifier,5 : 9,negoliveira
CptBruno : Matches,2021-02-03,17:00 UTC,A2A-Tier,eLibertadores 2021 - PS4 Qualifier,5 : 4,Tike
CptBruno : Matches,2021-02-03,16:00 UTC,A2A-Tier,eLibertadores 2021 - PS4 Qualifier,4 : 5,Nathansr22
CptBruno : Matches,2021-02-03,15:00 UTC,A2A-Tier,eLibertadores 2021 - PS4 Qualifier,4 : 3,Crepaldi
AaMeghessib : Matches,2023-09-24,11:00 UTC,,2022 Asian Games,0 : 2,Park Gi-young
AaMeghessib : Matches,2023-09-24,07:30 UTC,,2022 Asian Games,2 : 1,Alhammadi Ali
AaMeghessib : Matches,2023-09-24,06:00 UTC,,2022 Asian Games,2 : 0,Hang Sam-tong
AaMeghessib : Matches,2023-09-24,02:30 UTC,,2022 Asian Games,0 : 2,Alhammadi Ali
AaMeghessib : Matches,2023-05-27,09:00 UTC,A1S-Tier,FIFA 23 Global Series - Middle East Play-ins,2 : 3,iProAz1z
AaMeghessib : Matches,2023-05-27,08:00 UTC,A1S-Tier,FIFA 23 Global Series - Middle East Play-ins,4 : 5,MohannadAlmsmary
AaMeghessib : Matches,2023-03-19,13:00 UTC,A1S-Tier,FIFA 23 Global Series - Middle East Qualifier #3,5 : 6,a_ikarus
AaMeghessib : Matches,2023-03-19,12:00 UTC,A1S-Tier,FIFA 23 Global Series - Middle East Qualifier #3,7 : 2,MohannadAlmsmary
AaMeghessib : Matches,2023-03-19,11:00 UTC,A1S-Tier,FIFA 23 Global Series - Middle East Qualifier #3,3 : 2,AboFawzi
AaMeghessib : Matches,2023-01-08,12:00 UTC,A1S-Tier,FIFA 23 Global Series - Middle East Qualifier #1,1 : 2,iProAz1z
AaMeghessib : Matches,2023-01-08,11:00 UTC,A1S-Tier,FIFA 23 Global Series - Middle East Qualifier #1,7 : 1,Rakan
AaMeghessib : Matches,2022-04-17,12:00 UTC,A1S-Tier,FIFA 22 Global Series - Middle East Qualifier #3,2 : 4,Abumakkah10
AaMeghessib : Matches,2022-04-17,11:00 UTC,A1S-Tier,FIFA 22 Global Series - Middle East Qualifier #3,6 : 3,iiTMBS
AaMeghessib : Matches,2021-05-02,13:00 UTC,A2A-Tier,FIFAe Nations Cup 2021 - Middle East & Africa,1 : 2,Yasser
AaMeghessib : Matches,2021-05-02,10:00 UTC,A2A-Tier,FIFAe Nations Cup 2021 - Middle East & Africa,2 : 1,Jenasidfc
AaMeghessib : Matches,2021-05-01,12:30 UTC,A2A-Tier,FIFAe Nations Cup 2021 - Middle East & Africa,2 : 1,Kaylan
AaMeghessib : Matches,2018-03-18,18:00 UTC,A2A-Tier,DraftStory Cup,0 : 2,Maestro
AaMeghessib : Matches,0000-01-01,,A2A-Tier,FIFAe Nations Cup 2021 - Middle East & Africa,1 : 2,Yasser
Cone: Matches,2024-11-01,19:30 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,0 : 8,Valen
Cone: Matches,2024-11-01,18:30 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,2 : 6,Stingray
Cone: Matches,2024-11-01,17:30 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,6 : 4,Kaylan
Cone: Matches,2024-11-01,16:00 UTC,A1S-Tier,FC Pro 25 Open - Global Qualifier: Group Stage,3 : 5,Mark11
Cone: Matches,2024-10-23,18:00 UTC,A4C-Tier,Wicked Wednesday - Week #3,0 : 1,EthxnH
Cone: Matches,2024-10-13,13:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU West,6 : 5,NiKSNEB
Cone: Matches,2024-10-13,12:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU West,6 : 2,GoalPoacher
Cone: Matches,2024-10-13,11:00 UTC,A1S-Tier,FC Pro 25 Open - Regional Qualifier: EU West,7 : 6,DiogoPeyroteo9
Cone: Matches,2024-09-13,13:00 UTC,A5D-Tier,eCopa Ibérica 2024,3 : 2,DFernandes
Cone: Matches,2024-09-13,12:00 UTC,A5D-Tier,eCopa Ibérica 2024, : ,Licapu7
Cone: Matches,2024-09-13,11:00 UTC,A5D-Tier,eCopa Ibérica 2024, : ,Peter
Cone: Matches,2024-06-14,16:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q1,2 : 3,Karimisbak
Cone: Matches,2024-06-14,13:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q1,2 : 5,Dudu27
Cone: Matches,2024-06-14,09:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q1,3 : 2,RumiT
Cone: Matches,2024-06-14,08:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q1,7 : 4,Ebipool
Cone: Matches,2024-06-14,07:00 UTC,A2A-Tier,DreamHack Summer 2024 - Q1,8 : 4,Aleortiz
Cone: Matches,2024-04-06,13:00 UTC,A1S-Tier,LaLiga FC Pro 2024 - Cup,1 : 3,NachoAbella
Cone: Matches,2024-03-23,16:00 UTC,A5D-Tier,MaatM Cup,5 : 6,Frai321
Cone: Matches,2024-03-23,15:00 UTC,A5D-Tier,MaatM Cup,3 : 2,Berbatov_Zz
Cone: Matches,2024-03-23,14:00 UTC,A5D-Tier,MaatM Cup,4 : 0,ITSSNOHACK
Cone: Matches,2024-03-03,17:50 UTC,A1S-Tier,LaLiga FC Pro 2024 - Regular Season,5 : 1,H1dalgo
Cone: Matches,2024-02-18,17:40 UTC,A1S-Tier,LaLiga FC Pro 2024 - Regular Season, : ,angelito
Cone: Matches,2024-02-18,16:50 UTC,A1S-Tier,LaLiga FC Pro 2024 - Regular Season, : ,Hugo Sanchez
Cone: Matches,2024-02-18,16:00 UTC,A1S-Tier,LaLiga FC Pro 2024 - Regular Season,2 : 6,Yago
Cone: Matches,2023-12-17,14:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: Europe West,5 : 7,Talha
Cone: Matches,2023-12-17,13:00 UTC,A2A-Tier,FC Pro 24 Open - Regional Cups December: Europe West,7 : 4,Rodrigol
